run_index,fixture_id,backend,total_ms,alloc_ms,encode_ms,draw_ms,readback_ms,pack_ms,dominant_phase,heap_bytes,decode_checked,decode_pass,code128,qr,ink_bits
600,barcode-small,dot-buffer,30.713,1.585,13.653,1.755,0.001,13.719,pack,33554432,1,1,BASELINE50X30,https://sez.print/baseline,28736
601,baseline-50x30,dot-buffer,36.093,0.171,16.073,2.758,0.002,17.090,pack,33554432,1,1,BASELINE50X30,https://sez.print/baseline,76204
602,text-heavy,dot-buffer,30.472,0.179,0.000,9.182,0.001,21.110,pack,33554432,1,1,,,133472
603,dense,dot-buffer,33.178,0.155,13.763,2.543,0.001,16.715,pack,33554432,1,1,BASELINE50X30,https://sez.print/baseline,71626
604,minimal,dot-buffer,14.031,2.181,0.000,0.053,0.001,11.795,pack,33554432,1,1,,,5184
605,barcode-small,dot-buffer,30.615,0.156,15.188,1.766,0.002,13.503,encode,33554432,1,1,BASELINE50X30,https://sez.print/baseline,28736
606,baseline-50x30,dot-buffer,35.115,0.149,15.153,2.754,0.002,17.057,pack,33554432,0,,,,
607,text-heavy,dot-buffer,30.172,0.182,0.000,9.299,0.001,20.690,pack,33554432,0,,,,
608,dense,dot-buffer,34.752,0.146,13.760,3.763,0.001,17.081,pack,33554432,0,,,,
609,minimal,dot-buffer,11.979,0.141,0.000,0.046,0.001,11.791,pack,33554432,0,,,,
610,barcode-small,dot-buffer,29.328,0.123,13.701,1.746,0.001,13.757,pack,33554432,0,,,,
611,baseline-50x30,dot-buffer,37.765,0.184,15.526,2.843,0.001,19.211,pack,33554432,0,,,,
612,text-heavy,dot-buffer,29.911,0.184,0.000,8.995,0.001,20.731,pack,33554432,0,,,,
613,dense,dot-buffer,34.755,0.139,15.433,2.526,0.001,16.656,pack,33554432,0,,,,
614,minimal,dot-buffer,11.935,0.159,0.000,0.044,0.001,11.731,pack,33554432,0,,,,
615,barcode-small,dot-buffer,29.437,0.143,13.727,1.738,0.001,13.827,pack,33554432,0,,,,
616,baseline-50x30,dot-buffer,35.193,0.144,15.326,2.797,0.002,16.924,pack,33554432,0,,,,
617,text-heavy,dot-buffer,30.033,0.194,0.000,9.163,0.001,20.675,pack,33554432,0,,,,
618,dense,dot-buffer,34.416,0.162,15.135,2.492,0.001,16.626,pack,33554432,0,,,,
619,minimal,dot-buffer,11.912,0.146,0.000,0.044,0.001,11.721,pack,33554432,0,,,,
620,barcode-small,dot-buffer,29.297,0.130,13.584,1.790,0.001,13.793,pack,33554432,0,,,,
621,baseline-50x30,dot-buffer,40.457,0.182,20.419,2.858,0.001,16.997,encode,33554432,0,,,,
622,text-heavy,dot-buffer,30.054,0.193,0.000,9.090,0.001,20.770,pack,33554432,0,,,,
623,dense,dot-buffer,49.079,0.188,29.811,2.503,0.002,16.576,encode,33554432,0,,,,
624,minimal,dot-buffer,12.057,0.179,0.000,0.047,0.001,11.830,pack,33554432,0,,,,
625,barcode-small,dot-buffer,29.374,0.164,13.693,1.758,0.001,13.758,pack,33554432,0,,,,
626,baseline-50x30,dot-buffer,35.286,1.821,13.639,2.768,0.002,17.056,pack,33554432,0,,,,
627,text-heavy,dot-buffer,30.156,0.169,0.000,9.117,0.001,20.869,pack,33554432,0,,,,
628,dense,dot-buffer,35.203,0.173,15.934,2.490,0.001,16.605,pack,33554432,0,,,,
629,minimal,dot-buffer,12.068,0.163,0.000,0.045,0.001,11.859,pack,33554432,0,,,,
630,barcode-small,dot-buffer,31.339,0.184,15.667,1.771,0.002,13.715,encode,33554432,0,,,,
631,baseline-50x30,dot-buffer,36.501,0.187,14.931,3.021,0.001,18.362,pack,33554432,0,,,,
632,text-heavy,dot-buffer,32.839,0.206,0.000,9.985,0.001,22.647,pack,33554432,0,,,,
633,dense,dot-buffer,37.881,0.193,16.887,2.750,0.002,18.049,pack,33554432,0,,,,
634,minimal,dot-buffer,13.891,0.181,0.000,0.044,0.001,13.665,pack,33554432,0,,,,
635,barcode-small,dot-buffer,33.697,0.190,16.572,1.904,0.001,15.030,encode,33554432,0,,,,
636,baseline-50x30,dot-buffer,36.740,0.173,14.871,3.066,0.001,18.629,pack,33554432,0,,,,
637,text-heavy,dot-buffer,32.956,0.172,0.000,10.064,0.001,22.719,pack,33554432,0,,,,
638,dense,dot-buffer,37.866,0.217,16.874,2.739,0.002,18.034,pack,33554432,0,,,,
639,minimal,dot-buffer,13.114,0.210,0.000,0.049,0.001,12.854,pack,33554432,0,,,,
640,barcode-small,dot-buffer,33.655,0.219,16.030,1.962,0.002,15.443,encode,33554432,0,,,,
641,baseline-50x30,dot-buffer,37.274,0.209,15.463,3.000,0.001,18.600,pack,33554432,0,,,,
642,text-heavy,dot-buffer,33.001,0.326,0.000,10.032,0.001,22.642,pack,33554432,0,,,,
643,dense,dot-buffer,37.952,1.876,15.233,2.704,0.001,18.137,pack,33554432,0,,,,
644,minimal,dot-buffer,13.059,0.229,0.000,0.059,0.001,12.770,pack,33554432,0,,,,
645,barcode-small,dot-buffer,33.658,0.168,16.725,1.894,0.002,14.869,encode,33554432,0,,,,
646,baseline-50x30,dot-buffer,37.375,0.217,14.909,2.997,0.001,19.251,pack,33554432,0,,,,
647,text-heavy,dot-buffer,34.358,0.202,0.000,11.712,0.001,22.444,pack,33554432,0,,,,
648,dense,dot-buffer,36.137,0.265,14.955,2.736,0.001,18.180,pack,33554432,0,,,,
649,minimal,dot-buffer,13.343,0.211,0.000,0.056,0.001,13.075,pack,33554432,0,,,,
650,barcode-small,dot-buffer,34.794,0.197,16.877,2.776,0.002,14.942,encode,33554432,0,,,,
651,baseline-50x30,dot-buffer,42.117,0.222,15.360,3.050,0.001,23.484,pack,33554432,0,,,,
652,text-heavy,dot-buffer,35.471,2.969,0.000,9.953,0.001,22.547,pack,33554432,0,,,,
653,dense,dot-buffer,36.271,0.149,15.113,2.725,0.001,18.283,pack,33554432,0,,,,
654,minimal,dot-buffer,13.041,0.173,0.000,0.057,0.001,12.811,pack,33554432,0,,,,
655,barcode-small,dot-buffer,34.074,0.148,17.114,1.921,0.001,14.890,encode,33554432,0,,,,
656,baseline-50x30,dot-buffer,38.360,0.184,16.659,3.082,0.002,18.433,pack,33554432,0,,,,
657,text-heavy,dot-buffer,34.882,0.161,0.000,9.918,0.001,24.801,pack,33554432,0,,,,
658,dense,dot-buffer,35.762,0.144,14.840,2.734,0.001,18.042,pack,33554432,0,,,,
659,minimal,dot-buffer,13.240,0.188,0.000,0.054,0.001,12.997,pack,33554432,0,,,,
660,barcode-small,dot-buffer,33.623,0.146,16.542,1.966,0.002,14.968,encode,33554432,0,,,,
661,baseline-50x30,dot-buffer,39.652,0.175,18.009,3.021,0.002,18.445,pack,33554432,0,,,,
662,text-heavy,dot-buffer,32.774,0.188,0.000,10.018,0.001,22.567,pack,33554432,0,,,,
663,dense,dot-buffer,36.276,0.165,15.153,2.697,0.001,18.260,pack,33554432,0,,,,
664,minimal,dot-buffer,13.966,0.162,0.000,0.048,0.001,13.756,pack,33554432,0,,,,
665,barcode-small,dot-buffer,33.597,1.887,14.961,1.916,0.001,14.832,encode,33554432,0,,,,
666,baseline-50x30,dot-buffer,38.129,0.154,16.475,3.099,0.001,18.401,pack,33554432,0,,,,
667,text-heavy,dot-buffer,33.707,0.190,0.000,10.004,0.001,23.512,pack,33554432,0,,,,
668,dense,dot-buffer,36.159,0.172,15.056,2.713,0.001,18.217,pack,33554432,0,,,,
669,minimal,dot-buffer,15.476,2.181,0.000,0.119,0.001,13.175,pack,33554432,0,,,,
670,barcode-small,dot-buffer,32.743,0.196,14.983,1.925,0.001,15.638,pack,33554432,0,,,,
671,baseline-50x30,dot-buffer,39.230,0.178,17.401,3.093,0.001,18.556,pack,33554432,0,,,,
672,text-heavy,dot-buffer,33.103,0.171,0.000,10.216,0.001,22.715,pack,33554432,0,,,,
673,dense,dot-buffer,37.671,0.158,16.442,2.752,0.001,18.318,pack,33554432,0,,,,
674,minimal,dot-buffer,13.269,0.175,0.000,0.049,0.001,13.044,pack,33554432,0,,,,
675,barcode-small,dot-buffer,32.016,0.139,14.941,1.910,0.001,15.026,pack,33554432,0,,,,
676,baseline-50x30,dot-buffer,38.496,0.202,16.478,3.044,0.002,18.771,pack,33554432,0,,,,
677,text-heavy,dot-buffer,32.753,0.174,0.000,9.896,0.001,22.682,pack,33554432,0,,,,
678,dense,dot-buffer,37.925,0.168,16.964,2.755,0.001,18.037,pack,33554432,0,,,,
679,minimal,dot-buffer,13.179,0.183,0.000,0.054,0.001,12.942,pack,33554432,0,,,,
680,barcode-small,dot-buffer,32.122,0.155,15.019,1.914,0.001,15.033,pack,33554432,0,,,,
681,baseline-50x30,dot-buffer,42.254,0.191,19.504,3.647,0.002,18.910,encode,33554432,0,,,,
682,text-heavy,dot-buffer,33.488,0.171,0.000,10.678,0.001,22.638,pack,33554432,0,,,,
683,dense,dot-buffer,37.613,0.165,16.534,2.696,0.027,18.190,pack,33554432,0,,,,
684,minimal,dot-buffer,13.030,0.153,0.000,0.050,0.001,12.826,pack,33554432,0,,,,
685,barcode-small,dot-buffer,31.965,0.169,14.963,2.007,0.001,14.825,encode,33554432,0,,,,
686,baseline-50x30,dot-buffer,38.471,0.165,16.744,3.040,0.002,18.520,pack,33554432,0,,,,
687,text-heavy,dot-buffer,32.732,0.151,0.000,10.085,0.001,22.495,pack,33554432,0,,,,
688,dense,dot-buffer,37.957,0.149,16.693,2.857,0.002,18.256,pack,33554432,0,,,,
689,minimal,dot-buffer,13.430,0.179,0.000,0.053,0.001,13.196,pack,33554432,0,,,,
690,barcode-small,dot-buffer,32.142,0.149,14.981,1.888,0.001,15.123,pack,33554432,0,,,,
691,baseline-50x30,dot-buffer,39.005,2.145,15.139,3.036,0.001,18.683,pack,33554432,0,,,,
692,text-heavy,dot-buffer,32.554,0.163,0.000,9.874,0.001,22.516,pack,33554432,0,,,,
693,dense,dot-buffer,37.659,0.146,16.702,2.704,0.001,18.105,pack,33554432,0,,,,
694,minimal,dot-buffer,13.855,0.177,0.000,0.050,0.001,13.628,pack,33554432,0,,,,
695,barcode-small,dot-buffer,34.085,0.154,16.995,1.921,0.001,15.013,encode,33554432,0,,,,
696,baseline-50x30,dot-buffer,36.461,0.147,14.779,2.995,0.001,18.539,pack,33554432,0,,,,
697,text-heavy,dot-buffer,33.498,0.162,0.000,9.870,0.001,23.464,pack,33554432,0,,,,
698,dense,dot-buffer,37.523,0.153,16.549,2.782,0.002,18.037,pack,33554432,0,,,,
699,minimal,dot-buffer,13.343,0.172,0.000,0.054,0.001,13.116,pack,33554432,0,,,,
700,barcode-small,dot-buffer,33.566,0.184,16.450,2.005,0.002,14.925,encode,33554432,1,1,BASELINE50X30,https://sez.print/baseline,28736
701,baseline-50x30,dot-buffer,36.955,0.207,15.132,3.148,0.001,18.467,pack,33554432,1,1,BASELINE50X30,https://sez.print/baseline,76204
702,text-heavy,dot-buffer,34.970,2.234,0.000,10.051,0.001,22.684,pack,33554432,1,1,,,133472
703,dense,dot-buffer,37.789,0.160,16.480,2.738,0.002,18.408,pack,33554432,1,1,BASELINE50X30,https://sez.print/baseline,71626
704,minimal,dot-buffer,13.112,0.167,0.000,0.053,0.001,12.890,pack,33554432,1,1,,,5184
705,barcode-small,dot-buffer,32.209,0.155,15.110,1.996,0.001,14.947,encode,33554432,1,1,BASELINE50X30,https://sez.print/baseline,28736
706,baseline-50x30,dot-buffer,37.213,0.147,15.218,3.061,0.001,18.786,pack,33554432,0,,,,
707,text-heavy,dot-buffer,33.663,0.188,0.000,9.974,0.001,23.499,pack,33554432,0,,,,
708,dense,dot-buffer,38.086,0.161,15.075,4.542,0.001,18.307,pack,33554432,0,,,,
709,minimal,dot-buffer,13.221,0.143,0.000,0.051,0.001,13.026,pack,33554432,0,,,,
710,barcode-small,dot-buffer,33.645,0.151,16.507,2.001,0.001,14.985,encode,33554432,0,,,,
711,baseline-50x30,dot-buffer,38.941,0.185,17.078,3.170,0.001,18.507,pack,33554432,0,,,,
712,text-heavy,dot-buffer,34.568,0.163,0.000,11.825,0.001,22.580,pack,33554432,0,,,,
713,dense,dot-buffer,36.802,0.153,14.950,2.705,0.001,18.993,pack,33554432,0,,,,
714,minimal,dot-buffer,13.094,0.176,0.000,0.055,0.001,12.863,pack,33554432,0,,,,
715,barcode-small,dot-buffer,34.272,0.141,17.363,1.980,0.001,14.786,encode,33554432,0,,,,
716,baseline-50x30,dot-buffer,37.523,0.211,14.943,2.990,0.001,19.379,pack,33554432,0,,,,
717,text-heavy,dot-buffer,34.481,2.042,0.000,9.935,0.001,22.503,pack,33554432,0,,,,
718,dense,dot-buffer,36.191,0.145,15.080,2.706,0.001,18.258,pack,33554432,0,,,,
719,minimal,dot-buffer,13.274,0.176,0.000,0.054,0.001,13.043,pack,33554432,0,,,,
720,barcode-small,dot-buffer,34.000,0.160,16.366,2.712,0.002,14.761,encode,33554432,0,,,,
721,baseline-50x30,dot-buffer,45.385,0.194,16.845,3.106,0.002,25.238,pack,33554432,0,,,,
722,text-heavy,dot-buffer,33.579,0.156,0.000,9.994,0.001,23.427,pack,33554432,0,,,,
723,dense,dot-buffer,35.946,0.156,14.873,2.693,0.001,18.222,pack,33554432,0,,,,
724,minimal,dot-buffer,13.155,0.161,0.000,0.048,0.001,12.945,pack,33554432,0,,,,
725,barcode-small,dot-buffer,34.089,0.168,16.982,1.964,0.001,14.974,encode,33554432,0,,,,
726,baseline-50x30,dot-buffer,39.401,0.218,16.767,3.974,0.001,18.441,pack,33554432,0,,,,
727,text-heavy,dot-buffer,32.963,0.180,0.000,10.004,0.001,22.778,pack,33554432,0,,,,
728,dense,dot-buffer,36.182,0.160,15.008,2.727,0.001,18.286,pack,33554432,0,,,,
729,minimal,dot-buffer,13.222,0.148,0.000,0.044,0.001,13.030,pack,33554432,0,,,,
730,barcode-small,dot-buffer,33.420,1.633,14.983,1.918,0.001,14.885,encode,33554432,0,,,,
731,baseline-50x30,dot-buffer,39.112,0.201,17.212,3.133,0.001,18.564,pack,33554432,0,,,,
732,text-heavy,dot-buffer,32.734,0.156,0.000,9.972,0.001,22.605,pack,33554432,0,,,,
733,dense,dot-buffer,36.390,0.157,15.079,2.875,0.001,18.278,pack,33554432,0,,,,
734,minimal,dot-buffer,14.756,1.799,0.000,0.056,0.001,12.899,pack,33554432,0,,,,
735,barcode-small,dot-buffer,32.183,0.184,15.139,1.899,0.001,14.960,encode,33554432,0,,,,
736,baseline-50x30,dot-buffer,42.301,0.138,20.705,3.065,0.001,18.392,encode,33554432,0,,,,
737,text-heavy,dot-buffer,34.872,0.242,0.000,10.768,0.002,23.861,pack,33554432,0,,,,
738,dense,dot-buffer,52.155,0.163,31.047,2.811,0.001,18.133,encode,33554432,0,,,,
739,minimal,dot-buffer,13.169,0.170,0.000,0.045,0.001,12.953,pack,33554432,0,,,,
740,barcode-small,dot-buffer,32.783,0.174,14.967,1.916,0.001,15.725,pack,33554432,0,,,,
741,baseline-50x30,dot-buffer,38.767,0.244,16.961,3.084,0.001,18.477,pack,33554432,0,,,,
742,text-heavy,dot-buffer,32.858,0.199,0.000,9.933,0.001,22.725,pack,33554432,0,,,,
743,dense,dot-buffer,38.029,0.181,16.732,2.795,0.001,18.320,pack,33554432,0,,,,
744,minimal,dot-buffer,13.139,0.172,0.000,0.047,0.001,12.919,pack,33554432,0,,,,
745,barcode-small,dot-buffer,32.033,0.179,14.832,1.986,0.001,15.035,pack,33554432,0,,,,
746,baseline-50x30,dot-buffer,38.138,0.172,16.410,3.004,0.002,18.550,pack,33554432,0,,,,
747,text-heavy,dot-buffer,32.898,0.190,0.000,9.924,0.001,22.783,pack,33554432,0,,,,
748,dense,dot-buffer,37.470,0.207,16.394,2.777,0.002,18.091,pack,33554432,0,,,,
749,minimal,dot-buffer,13.223,0.205,0.000,0.168,0.001,12.849,pack,33554432,0,,,,
750,barcode-small,dot-buffer,32.087,0.160,14.959,1.907,0.001,15.060,pack,33554432,0,,,,
751,baseline-50x30,dot-buffer,39.678,0.213,17.060,3.014,0.002,19.390,pack,33554432,0,,,,
752,text-heavy,dot-buffer,32.836,0.187,0.000,9.830,0.001,22.819,pack,33554432,0,,,,
753,dense,dot-buffer,37.890,0.180,16.781,2.759,0.001,18.169,pack,33554432,0,,,,
754,minimal,dot-buffer,13.335,0.218,0.000,0.056,0.001,13.061,pack,33554432,0,,,,
755,barcode-small,dot-buffer,32.616,0.176,15.566,1.902,0.001,14.971,encode,33554432,0,,,,
756,baseline-50x30,dot-buffer,39.667,2.216,15.225,3.087,0.001,19.139,pack,33554432,0,,,,
757,text-heavy,dot-buffer,32.796,0.203,0.000,9.961,0.001,22.631,pack,33554432,0,,,,
758,dense,dot-buffer,37.704,0.201,16.400,2.778,0.001,18.323,pack,33554432,0,,,,
759,minimal,dot-buffer,13.316,0.174,0.000,0.053,0.001,13.089,pack,33554432,0,,,,
760,barcode-small,dot-buffer,33.770,0.214,16.645,1.945,0.001,14.965,encode,33554432,0,,,,
761,baseline-50x30,dot-buffer,37.869,0.303,15.543,3.065,0.001,18.957,pack,33554432,0,,,,
762,text-heavy,dot-buffer,32.636,0.175,0.000,9.844,0.001,22.616,pack,33554432,0,,,,
763,dense,dot-buffer,37.923,0.200,16.779,2.727,0.002,18.216,pack,33554432,0,,,,
764,minimal,dot-buffer,13.315,0.194,0.000,0.050,0.001,13.070,pack,33554432,0,,,,
765,barcode-small,dot-buffer,33.364,0.152,16.410,1.966,0.002,14.835,encode,33554432,0,,,,
766,baseline-50x30,dot-buffer,35.775,0.148,14.928,3.032,0.001,17.666,pack,33554432,0,,,,
767,text-heavy,dot-buffer,30.604,0.144,0.000,9.056,0.001,21.403,pack,33554432,0,,,,
768,dense,dot-buffer,34.914,0.191,15.578,2.519,0.001,16.625,pack,33554432,0,,,,
769,minimal,dot-buffer,12.087,0.133,0.000,0.042,0.001,11.911,pack,33554432,0,,,,
770,barcode-small,dot-buffer,30.805,0.120,15.175,1.754,0.002,13.753,encode,33554432,0,,,,
771,baseline-50x30,dot-buffer,33.993,0.160,13.826,2.875,0.001,17.131,pack,33554432,0,,,,
772,text-heavy,dot-buffer,29.781,0.129,0.000,9.037,0.001,20.614,pack,33554432,0,,,,
773,dense,dot-buffer,34.857,1.861,13.783,2.554,0.001,16.658,pack,33554432,0,,,,
774,minimal,dot-buffer,12.113,0.175,0.000,0.050,0.001,11.887,pack,33554432,0,,,,
775,barcode-small,dot-buffer,30.859,0.169,15.231,1.769,0.001,13.689,encode,33554432,0,,,,
776,baseline-50x30,dot-buffer,33.786,0.148,13.717,2.902,0.001,17.019,pack,33554432,0,,,,
777,text-heavy,dot-buffer,31.539,0.163,0.000,10.624,0.002,20.749,pack,33554432,0,,,,
778,dense,dot-buffer,33.097,0.160,13.778,2.496,0.001,16.662,pack,33554432,0,,,,
779,minimal,dot-buffer,12.161,0.156,0.000,0.049,0.001,11.956,pack,33554432,0,,,,
780,barcode-small,dot-buffer,30.686,0.139,15.036,1.749,0.002,13.760,encode,33554432,0,,,,
781,baseline-50x30,dot-buffer,34.055,0.204,13.861,2.842,0.001,17.147,pack,33554432,0,,,,
782,text-heavy,dot-buffer,31.704,2.010,0.000,9.048,0.001,20.644,pack,33554432,0,,,,
783,dense,dot-buffer,33.251,0.196,13.711,2.659,0.001,16.684,pack,33554432,0,,,,
784,minimal,dot-buffer,11.950,0.146,0.000,0.048,0.001,11.755,pack,33554432,0,,,,
785,barcode-small,dot-buffer,30.915,0.157,15.329,1.770,0.001,13.658,encode,33554432,0,,,,
786,baseline-50x30,dot-buffer,35.107,0.156,15.266,2.770,0.001,16.914,pack,33554432,0,,,,
787,text-heavy,dot-buffer,30.318,0.154,0.000,9.417,0.001,20.746,pack,33554432,0,,,,
788,dense,dot-buffer,32.819,0.147,13.677,2.460,0.001,16.533,pack,33554432,0,,,,
789,minimal,dot-buffer,11.958,0.161,0.000,0.043,0.001,11.753,pack,33554432,0,,,,
790,barcode-small,dot-buffer,30.624,0.123,15.181,1.730,0.001,13.589,encode,33554432,0,,,,
791,baseline-50x30,dot-buffer,39.539,0.360,17.023,5.299,0.001,16.856,encode,33554432,0,,,,
792,text-heavy,dot-buffer,29.853,0.161,0.000,9.018,0.002,20.672,pack,33554432,0,,,,
793,dense,dot-buffer,33.144,0.189,13.684,2.545,0.001,16.726,pack,33554432,0,,,,
794,minimal,dot-buffer,11.977,0.194,0.000,0.054,0.001,11.728,pack,33554432,0,,,,
795,barcode-small,dot-buffer,31.179,2.050,13.653,1.755,0.001,13.721,pack,33554432,0,,,,
796,baseline-50x30,dot-buffer,35.019,0.199,15.102,2.825,0.002,16.891,pack,33554432,0,,,,
797,text-heavy,dot-buffer,30.667,0.143,0.000,9.116,0.001,21.406,pack,33554432,0,,,,
798,dense,dot-buffer,32.813,0.139,13.532,2.483,0.001,16.658,pack,33554432,0,,,,
799,minimal,dot-buffer,14.117,2.079,0.000,0.052,0.001,11.985,pack,33554432,0,,,,
800,barcode-small,dot-buffer,29.373,0.191,13.656,1.792,0.001,13.733,pack,33554432,1,1,BASELINE50X30,https://sez.print/baseline,28736
801,baseline-50x30,dot-buffer,36.032,0.163,16.082,2.777,0.002,17.009,pack,33554432,1,1,BASELINE50X30,https://sez.print/baseline,76204
802,text-heavy,dot-buffer,29.924,0.142,0.000,9.094,0.001,20.687,pack,33554432,1,1,,,133472
803,dense,dot-buffer,34.446,0.157,13.717,2.486,0.001,18.085,pack,33554432,1,1,BASELINE50X30,https://sez.print/baseline,71626
804,minimal,dot-buffer,12.100,0.148,0.000,0.044,0.001,11.908,pack,33554432,1,1,,,5184
805,barcode-small,dot-buffer,30.965,0.176,15.298,1.774,0.001,13.715,encode,33554432,1,1,BASELINE50X30,https://sez.print/baseline,28736
806,baseline-50x30,dot-buffer,35.206,0.152,15.094,2.916,0.002,17.042,pack,33554432,0,,,,
807,text-heavy,dot-buffer,29.804,0.134,0.000,8.979,0.001,20.691,pack,33554432,0,,,,
808,dense,dot-buffer,34.546,0.125,15.327,2.508,0.001,16.585,pack,33554432,0,,,,
809,minimal,dot-buffer,12.025,0.148,0.000,0.055,0.001,11.821,pack,33554432,0,,,,
810,barcode-small,dot-buffer,29.265,0.139,13.712,1.743,0.001,13.671,encode,33554432,0,,,,
811,baseline-50x30,dot-buffer,35.442,0.183,15.647,2.772,0.002,16.838,pack,33554432,0,,,,
812,text-heavy,dot-buffer,29.860,0.174,0.000,9.094,0.001,20.591,pack,33554432,0,,,,
813,dense,dot-buffer,35.040,0.199,15.464,2.892,0.002,16.484,pack,33554432,0,,,,
814,minimal,dot-buffer,11.965,0.133,0.000,0.044,0.001,11.786,pack,33554432,0,,,,
815,barcode-small,dot-buffer,29.324,0.149,13.759,1.745,0.001,13.669,encode,33554432,0,,,,
816,baseline-50x30,dot-buffer,35.115,0.149,15.146,2.816,0.001,17.003,pack,33554432,0,,,,
817,text-heavy,dot-buffer,30.074,0.159,0.000,9.167,0.001,20.748,pack,33554432,0,,,,
818,dense,dot-buffer,34.233,0.192,14.899,2.488,0.001,16.653,pack,33554432,0,,,,
819,minimal,dot-buffer,12.127,0.141,0.000,0.042,0.001,11.943,pack,33554432,0,,,,
820,barcode-small,dot-buffer,29.070,0.127,13.640,1.734,0.001,13.568,encode,33554432,0,,,,
821,baseline-50x30,dot-buffer,36.026,2.031,14.463,2.748,0.001,16.783,pack,33554432,0,,,,
822,text-heavy,dot-buffer,29.935,0.234,0.000,9.126,0.001,20.574,pack,33554432,0,,,,
823,dense,dot-buffer,34.995,0.144,15.689,2.538,0.001,16.623,pack,33554432,0,,,,
824,minimal,dot-buffer,12.107,0.142,0.000,0.047,0.001,11.917,pack,33554432,0,,,,
825,barcode-small,dot-buffer,30.984,0.148,15.391,1.761,0.001,13.683,encode,33554432,0,,,,
826,baseline-50x30,dot-buffer,33.557,0.171,13.601,2.812,0.001,16.973,pack,33554432,0,,,,
827,text-heavy,dot-buffer,29.946,0.136,0.000,9.054,0.001,20.754,pack,33554432,0,,,,
828,dense,dot-buffer,34.489,0.130,15.239,2.491,0.001,16.628,pack,33554432,0,,,,
829,minimal,dot-buffer,12.166,0.150,0.000,0.045,0.001,11.970,pack,33554432,0,,,,
830,barcode-small,dot-buffer,30.867,0.183,15.122,1.749,0.001,13.811,encode,33554432,0,,,,
831,baseline-50x30,dot-buffer,34.705,0.395,14.699,2.758,0.001,16.853,pack,33554432,0,,,,
832,text-heavy,dot-buffer,29.800,0.144,0.000,9.040,0.001,20.615,pack,33554432,0,,,,
833,dense,dot-buffer,34.544,0.141,15.467,2.462,0.002,16.473,pack,33554432,0,,,,
834,minimal,dot-buffer,11.986,0.171,0.000,0.050,0.001,11.764,pack,33554432,0,,,,
835,barcode-small,dot-buffer,31.013,0.152,15.230,1.885,0.002,13.745,encode,33554432,0,,,,
836,baseline-50x30,dot-buffer,33.651,0.148,13.660,2.821,0.001,17.021,pack,33554432,0,,,,
837,text-heavy,dot-buffer,30.095,0.183,0.000,9.269,0.002,20.641,pack,33554432,0,,,,
838,dense,dot-buffer,34.431,1.780,13.563,2.543,0.001,16.544,pack,33554432,0,,,,
839,minimal,dot-buffer,11.909,0.166,0.000,0.048,0.001,11.695,pack,33554432,0,,,,
840,barcode-small,dot-buffer,30.914,0.136,15.101,1.734,0.002,13.940,encode,33554432,0,,,,
841,baseline-50x30,dot-buffer,34.334,0.182,14.480,2.889,0.001,16.781,pack,33554432,0,,,,
842,text-heavy,dot-buffer,31.877,0.159,0.000,11.002,0.002,20.715,pack,33554432,0,,,,
843,dense,dot-buffer,32.884,0.174,13.750,2.481,0.001,16.478,pack,33554432,0,,,,
844,minimal,dot-buffer,12.054,0.147,0.000,0.047,0.001,11.858,pack,33554432,0,,,,
845,barcode-small,dot-buffer,30.730,0.143,15.256,1.792,0.001,13.538,encode,33554432,0,,,,
846,baseline-50x30,dot-buffer,33.419,0.207,13.567,2.791,0.001,16.853,pack,33554432,0,,,,
847,text-heavy,dot-buffer,36.229,6.628,0.000,9.014,0.001,20.586,pack,33554432,0,,,,
848,dense,dot-buffer,33.116,0.369,13.635,2.501,0.001,16.610,pack,33554432,0,,,,
849,minimal,dot-buffer,12.019,0.226,0.000,0.053,0.001,11.739,pack,33554432,0,,,,
850,barcode-small,dot-buffer,45.597,0.169,30.173,1.778,0.001,13.476,encode,33554432,0,,,,
851,baseline-50x30,dot-buffer,37.961,0.168,16.372,2.814,0.002,18.605,pack,33554432,0,,,,
852,text-heavy,dot-buffer,32.735,0.162,0.000,9.949,0.001,22.623,pack,33554432,0,,,,
853,dense,dot-buffer,36.297,0.165,15.229,2.734,0.001,18.168,pack,33554432,0,,,,
854,minimal,dot-buffer,13.123,0.172,0.000,0.048,0.001,12.902,pack,33554432,0,,,,
855,barcode-small,dot-buffer,33.821,0.157,16.786,1.904,0.002,14.971,encode,33554432,0,,,,
856,baseline-50x30,dot-buffer,37.970,0.163,16.458,3.048,0.002,18.300,pack,33554432,0,,,,
857,text-heavy,dot-buffer,32.631,0.172,0.000,9.884,0.001,22.574,pack,33554432,0,,,,
858,dense,dot-buffer,35.776,0.165,14.852,2.694,0.001,18.064,pack,33554432,0,,,,
859,minimal,dot-buffer,13.105,0.172,0.000,0.047,0.001,12.885,pack,33554432,0,,,,
860,barcode-small,dot-buffer,33.485,1.481,14.977,1.975,0.001,15.052,pack,33554432,0,,,,
861,baseline-50x30,dot-buffer,38.449,0.199,16.972,2.977,0.002,18.299,pack,33554432,0,,,,
862,text-heavy,dot-buffer,33.496,0.173,0.000,10.726,0.001,22.595,pack,33554432,0,,,,
863,dense,dot-buffer,35.659,0.187,14.630,2.699,0.001,18.141,pack,33554432,0,,,,
864,minimal,dot-buffer,15.105,2.114,0.000,0.063,0.001,12.927,pack,33554432,0,,,,
