run_index,fixture_id,backend,total_ms,alloc_ms,encode_ms,draw_ms,readback_ms,pack_ms,dominant_phase,heap_bytes,decode_checked,decode_pass,code128,qr,ink_bits
1,baseline-50x30,dot-buffer,33.753,0.228,13.764,2.762,0.002,16.997,pack,29360128,1,1,BASELINE50X30,https://sez.print/baseline,76204
2,text-heavy,dot-buffer,31.911,2.223,0.000,9.058,0.001,20.630,pack,29360128,1,1,,,133472
3,dense,dot-buffer,36.247,0.160,16.146,3.342,0.001,16.598,pack,29360128,1,1,BASELINE50X30,https://sez.print/baseline,71626
4,minimal,dot-buffer,12.242,0.220,0.000,0.051,0.001,11.969,pack,29360128,1,1,,,5184
5,barcode-small,dot-buffer,30.911,0.235,15.119,1.789,0.001,13.767,encode,29360128,1,1,BASELINE50X30,https://sez.print/baseline,28736
6,baseline-50x30,dot-buffer,35.296,0.180,15.452,2.845,0.001,16.818,pack,29360128,0,,,,
7,text-heavy,dot-buffer,30.135,0.190,0.000,9.235,0.001,20.709,pack,29360128,0,,,,
8,dense,dot-buffer,34.452,0.162,15.094,2.497,0.001,16.697,pack,29360128,0,,,,
9,minimal,dot-buffer,12.075,0.222,0.000,0.050,0.001,11.802,pack,29360128,0,,,,
10,barcode-small,dot-buffer,29.474,0.218,13.695,1.760,0.001,13.799,pack,29360128,0,,,,
11,baseline-50x30,dot-buffer,37.735,0.128,17.077,2.799,0.001,17.730,pack,29360128,0,,,,
12,text-heavy,dot-buffer,29.874,0.151,0.000,9.030,0.001,20.692,pack,29360128,0,,,,
13,dense,dot-buffer,34.568,0.161,13.489,4.310,0.002,16.606,pack,29360128,0,,,,
14,minimal,dot-buffer,12.035,0.160,0.000,0.047,0.001,11.827,pack,29360128,0,,,,
15,barcode-small,dot-buffer,29.823,0.161,13.701,1.748,0.001,14.212,pack,29360128,0,,,,
16,baseline-50x30,dot-buffer,35.445,0.179,15.408,2.821,0.001,17.035,pack,29360128,0,,,,
17,text-heavy,dot-buffer,29.923,0.180,0.000,9.088,0.001,20.654,pack,29360128,0,,,,
18,dense,dot-buffer,35.069,0.180,15.226,2.479,0.001,17.184,pack,29360128,0,,,,
19,minimal,dot-buffer,12.068,0.161,0.000,0.051,0.001,11.855,pack,29360128,0,,,,
20,barcode-small,dot-buffer,29.290,0.171,13.633,1.926,0.001,13.558,encode,29360128,0,,,,
21,baseline-50x30,dot-buffer,33.461,0.171,13.625,2.829,0.001,16.834,pack,29360128,0,,,,
22,text-heavy,dot-buffer,29.874,0.152,0.000,9.042,0.001,20.679,pack,29360128,0,,,,
23,dense,dot-buffer,34.866,0.144,15.597,2.476,0.001,16.648,pack,29360128,0,,,,
24,minimal,dot-buffer,12.035,0.174,0.000,0.048,0.001,11.812,pack,29360128,0,,,,
25,barcode-small,dot-buffer,30.758,0.138,15.231,1.749,0.001,13.639,encode,29360128,0,,,,
26,baseline-50x30,dot-buffer,33.611,0.133,13.709,2.831,0.001,16.938,pack,29360128,0,,,,
27,text-heavy,dot-buffer,30.060,0.138,0.000,9.097,0.001,20.824,pack,29360128,0,,,,
28,dense,dot-buffer,34.205,0.143,14.918,2.565,0.001,16.579,pack,29360128,0,,,,
29,minimal,dot-buffer,12.261,0.158,0.000,0.059,0.001,12.044,pack,29360128,0,,,,
30,barcode-small,dot-buffer,30.567,0.195,15.050,1.753,0.001,13.567,encode,29360128,0,,,,
31,baseline-50x30,dot-buffer,34.373,0.156,14.327,2.845,0.001,17.044,pack,29360128,0,,,,
32,text-heavy,dot-buffer,31.485,0.134,0.000,10.702,0.001,20.648,pack,29360128,0,,,,
33,dense,dot-buffer,32.932,0.140,13.605,2.528,0.001,16.659,pack,29360128,0,,,,
34,minimal,dot-buffer,12.168,0.133,0.000,0.043,0.001,11.991,pack,29360128,0,,,,
35,barcode-small,dot-buffer,30.687,0.154,15.204,1.750,0.001,13.579,encode,29360128,0,,,,
36,baseline-50x30,dot-buffer,35.277,0.184,13.664,4.412,0.001,17.015,pack,29360128,0,,,,
37,text-heavy,dot-buffer,29.853,0.140,0.000,9.102,0.001,20.610,pack,29360128,0,,,,
38,dense,dot-buffer,32.893,0.138,13.634,2.460,0.001,16.659,pack,29360128,0,,,,
39,minimal,dot-buffer,12.213,0.138,0.000,0.041,0.001,12.034,pack,29360128,0,,,,
40,barcode-small,dot-buffer,30.678,0.134,15.055,1.805,0.001,13.683,encode,29360128,0,,,,
41,baseline-50x30,dot-buffer,35.610,0.195,15.651,2.827,0.001,16.935,pack,29360128,0,,,,
42,text-heavy,dot-buffer,30.075,0.219,0.000,9.053,0.001,20.802,pack,29360128,0,,,,
43,dense,dot-buffer,33.041,0.139,13.734,2.484,0.001,16.683,pack,29360128,0,,,,
44,minimal,dot-buffer,12.141,0.144,0.000,0.046,0.001,11.949,pack,29360128,0,,,,
45,barcode-small,dot-buffer,30.626,0.140,15.155,1.757,0.001,13.574,encode,29360128,0,,,,
46,baseline-50x30,dot-buffer,34.674,0.177,15.014,2.744,0.001,16.738,pack,29360128,0,,,,
47,text-heavy,dot-buffer,29.895,0.161,0.000,9.174,0.001,20.558,pack,29360128,0,,,,
48,dense,dot-buffer,33.151,0.140,13.796,2.482,0.001,16.731,pack,29360128,0,,,,
49,minimal,dot-buffer,13.369,1.443,0.000,0.053,0.001,11.872,pack,29360128,0,,,,
50,barcode-small,dot-buffer,29.097,0.202,13.502,1.793,0.001,13.599,pack,29360128,0,,,,
51,baseline-50x30,dot-buffer,37.295,3.866,13.566,2.949,0.001,16.913,pack,33554432,0,,,,
52,text-heavy,dot-buffer,29.909,0.140,0.000,9.124,0.001,20.644,pack,33554432,0,,,,
53,dense,dot-buffer,35.051,0.151,15.846,2.567,0.001,16.487,pack,33554432,0,,,,
54,minimal,dot-buffer,12.110,0.153,0.000,0.047,0.001,11.909,pack,33554432,0,,,,
55,barcode-small,dot-buffer,31.059,0.159,15.564,1.784,0.001,13.551,encode,33554432,0,,,,
56,baseline-50x30,dot-buffer,33.585,0.156,13.609,2.785,0.001,17.034,pack,33554432,0,,,,
57,text-heavy,dot-buffer,30.577,0.148,0.000,9.726,0.001,20.703,pack,33554432,0,,,,
58,dense,dot-buffer,34.706,0.203,15.338,2.564,0.001,16.600,pack,33554432,0,,,,
59,minimal,dot-buffer,12.202,0.170,0.000,0.045,0.001,11.986,pack,33554432,0,,,,
60,barcode-small,dot-buffer,30.754,0.144,15.069,1.743,0.001,13.796,encode,33554432,0,,,,
61,baseline-50x30,dot-buffer,33.709,0.151,13.697,2.805,0.001,17.054,pack,33554432,0,,,,
62,text-heavy,dot-buffer,29.919,0.168,0.000,9.078,0.001,20.672,pack,33554432,0,,,,
63,dense,dot-buffer,35.702,0.139,13.828,4.456,0.001,17.278,pack,33554432,0,,,,
64,minimal,dot-buffer,12.170,0.180,0.000,0.045,0.001,11.944,pack,33554432,0,,,,
65,barcode-small,dot-buffer,30.965,0.202,15.398,1.775,0.001,13.589,encode,33554432,0,,,,
66,baseline-50x30,dot-buffer,33.620,0.140,13.675,2.814,0.001,16.989,pack,33554432,0,,,,
67,text-heavy,dot-buffer,31.867,0.144,0.000,11.015,0.001,20.707,pack,33554432,0,,,,
68,dense,dot-buffer,32.978,0.146,13.590,2.559,0.001,16.682,pack,33554432,0,,,,
69,minimal,dot-buffer,12.050,0.143,0.000,0.043,0.001,11.863,pack,33554432,0,,,,
70,barcode-small,dot-buffer,30.642,0.144,15.133,1.747,0.001,13.617,encode,33554432,0,,,,
71,baseline-50x30,dot-buffer,33.727,0.202,13.678,2.829,0.001,17.016,pack,33554432,0,,,,
72,text-heavy,dot-buffer,31.431,1.815,0.000,8.981,0.001,20.634,pack,33554432,0,,,,
73,dense,dot-buffer,33.192,0.142,13.693,2.596,0.002,16.760,pack,33554432,0,,,,
74,minimal,dot-buffer,11.956,0.146,0.000,0.052,0.001,11.757,pack,33554432,0,,,,
75,barcode-small,dot-buffer,30.987,0.145,15.371,1.756,0.001,13.714,encode,33554432,0,,,,
76,baseline-50x30,dot-buffer,35.124,0.184,15.195,2.770,0.001,16.974,pack,33554432,0,,,,
77,text-heavy,dot-buffer,29.974,0.278,0.000,8.984,0.001,20.711,pack,33554432,0,,,,
78,dense,dot-buffer,32.994,0.140,13.660,2.459,0.001,16.734,pack,33554432,0,,,,
79,minimal,dot-buffer,11.912,0.139,0.000,0.046,0.001,11.726,pack,33554432,0,,,,
80,barcode-small,dot-buffer,30.726,0.133,15.103,1.805,0.001,13.684,encode,33554432,0,,,,
81,baseline-50x30,dot-buffer,35.583,0.174,15.661,2.825,0.001,16.922,pack,33554432,0,,,,
82,text-heavy,dot-buffer,30.043,0.178,0.000,9.060,0.001,20.803,pack,33554432,0,,,,
83,dense,dot-buffer,33.176,0.152,13.742,2.481,0.001,16.800,pack,33554432,0,,,,
84,minimal,dot-buffer,11.910,0.138,0.000,0.040,0.001,11.732,pack,33554432,0,,,,
85,barcode-small,dot-buffer,31.159,1.811,13.851,1.831,0.001,13.665,encode,33554432,0,,,,
86,baseline-50x30,dot-buffer,38.685,0.192,18.795,2.735,0.001,16.962,encode,33554432,0,,,,
87,text-heavy,dot-buffer,30.278,0.137,0.000,9.308,0.001,20.832,pack,33554432,0,,,,
88,dense,dot-buffer,32.896,0.131,13.649,2.475,0.001,16.640,pack,33554432,0,,,,
89,minimal,dot-buffer,27.992,16.041,0.000,0.052,0.001,11.899,alloc,33554432,0,,,,
90,barcode-small,dot-buffer,29.555,0.183,13.769,1.803,0.001,13.800,pack,33554432,0,,,,
91,baseline-50x30,dot-buffer,35.930,0.197,15.873,2.918,0.002,16.939,pack,33554432,0,,,,
92,text-heavy,dot-buffer,30.107,0.226,0.000,9.102,0.001,20.778,pack,33554432,0,,,,
93,dense,dot-buffer,34.600,0.167,15.293,2.503,0.002,16.635,pack,33554432,0,,,,
94,minimal,dot-buffer,12.190,0.178,0.000,0.051,0.001,11.960,pack,33554432,0,,,,
95,barcode-small,dot-buffer,29.681,0.163,13.936,1.803,0.001,13.778,encode,33554432,0,,,,
96,baseline-50x30,dot-buffer,34.866,0.180,14.981,2.748,0.001,16.956,pack,33554432,0,,,,
97,text-heavy,dot-buffer,29.957,0.186,0.000,9.149,0.001,20.620,pack,33554432,0,,,,
98,dense,dot-buffer,34.416,0.176,14.948,2.538,0.002,16.752,pack,33554432,0,,,,
99,minimal,dot-buffer,12.183,0.178,0.000,0.048,0.001,11.956,pack,33554432,0,,,,
100,barcode-small,dot-buffer,29.346,0.158,13.761,1.817,0.001,13.608,encode,33554432,1,1,BASELINE50X30,https://sez.print/baseline,28736
101,baseline-50x30,dot-buffer,34.045,0.213,14.044,2.738,0.001,17.050,pack,33554432,1,1,BASELINE50X30,https://sez.print/baseline,76204
102,text-heavy,dot-buffer,30.071,0.192,0.000,9.127,0.001,20.751,pack,33554432,1,1,,,133472
103,dense,dot-buffer,34.342,0.182,14.963,2.480,0.001,16.716,pack,33554432,1,1,BASELINE50X30,https://sez.print/baseline,71626
104,minimal,dot-buffer,12.218,0.226,0.000,0.047,0.001,11.945,pack,33554432,1,1,,,5184
105,barcode-small,dot-buffer,29.457,0.166,13.757,1.838,0.001,13.694,encode,33554432,1,1,BASELINE50X30,https://sez.print/baseline,28736
106,baseline-50x30,dot-buffer,35.390,0.136,15.412,2.771,0.002,17.069,pack,33554432,0,,,,
107,text-heavy,dot-buffer,29.974,0.136,0.000,9.100,0.001,20.737,pack,33554432,0,,,,
108,dense,dot-buffer,34.761,0.190,15.418,2.525,0.001,16.626,pack,33554432,0,,,,
109,minimal,dot-buffer,11.970,0.151,0.000,0.043,0.001,11.774,pack,33554432,0,,,,
110,barcode-small,dot-buffer,29.344,0.139,13.702,1.782,0.001,13.721,pack,33554432,0,,,,
111,baseline-50x30,dot-buffer,35.832,1.980,13.964,2.976,0.003,16.909,pack,33554432,0,,,,
112,text-heavy,dot-buffer,29.851,0.165,0.000,8.988,0.001,20.697,pack,33554432,0,,,,
113,dense,dot-buffer,34.712,0.160,15.275,2.602,0.001,16.672,pack,33554432,0,,,,
114,minimal,dot-buffer,12.092,0.145,0.000,0.045,0.001,11.902,pack,33554432,0,,,,
115,barcode-small,dot-buffer,30.732,0.145,15.212,1.759,0.001,13.615,encode,33554432,0,,,,
116,baseline-50x30,dot-buffer,33.712,0.156,13.772,2.748,0.001,17.035,pack,33554432,0,,,,
117,text-heavy,dot-buffer,30.133,0.144,0.000,9.107,0.001,20.881,pack,33554432,0,,,,
118,dense,dot-buffer,34.162,0.148,14.997,2.498,0.001,16.517,pack,33554432,0,,,,
119,minimal,dot-buffer,12.210,0.176,0.000,0.048,0.001,11.985,pack,33554432,0,,,,
120,barcode-small,dot-buffer,30.520,0.129,15.021,1.839,0.002,13.530,encode,33554432,0,,,,
121,baseline-50x30,dot-buffer,34.031,0.157,13.900,2.847,0.001,17.125,pack,33554432,0,,,,
122,text-heavy,dot-buffer,29.900,0.141,0.000,9.016,0.001,20.742,pack,33554432,0,,,,
123,dense,dot-buffer,34.743,0.148,15.400,2.536,0.001,16.657,pack,33554432,0,,,,
124,minimal,dot-buffer,12.246,0.158,0.000,0.049,0.001,12.038,pack,33554432,0,,,,
125,barcode-small,dot-buffer,30.632,0.163,15.102,1.760,0.002,13.605,encode,33554432,0,,,,
126,baseline-50x30,dot-buffer,33.837,0.161,13.873,2.758,0.001,17.044,pack,33554432,0,,,,
127,text-heavy,dot-buffer,30.061,0.153,0.000,9.094,0.001,20.813,pack,33554432,0,,,,
128,dense,dot-buffer,34.361,1.505,13.764,2.569,0.001,16.522,pack,33554432,0,,,,
129,minimal,dot-buffer,12.097,0.145,0.000,0.049,0.001,11.902,pack,33554432,0,,,,
130,barcode-small,dot-buffer,30.674,0.146,14.958,1.857,0.001,13.711,encode,33554432,0,,,,
131,baseline-50x30,dot-buffer,33.521,0.150,13.662,2.772,0.001,16.936,pack,33554432,0,,,,
132,text-heavy,dot-buffer,32.170,0.142,0.000,11.328,0.001,20.698,pack,33554432,0,,,,
133,dense,dot-buffer,33.099,0.192,13.741,2.543,0.001,16.622,pack,33554432,0,,,,
134,minimal,dot-buffer,12.122,0.144,0.000,0.047,0.001,11.930,pack,33554432,0,,,,
135,barcode-small,dot-buffer,30.837,0.164,15.271,1.752,0.002,13.649,encode,33554432,0,,,,
136,baseline-50x30,dot-buffer,33.763,0.201,13.763,2.824,0.001,16.975,pack,33554432,0,,,,
137,text-heavy,dot-buffer,31.455,1.735,0.000,9.104,0.001,20.615,pack,33554432,0,,,,
138,dense,dot-buffer,33.188,0.142,13.829,2.510,0.001,16.707,pack,33554432,0,,,,
139,minimal,dot-buffer,11.997,0.173,0.000,0.057,0.001,11.766,pack,33554432,0,,,,
140,barcode-small,dot-buffer,30.842,0.137,15.219,1.774,0.002,13.711,encode,33554432,0,,,,
141,baseline-50x30,dot-buffer,35.826,0.157,15.853,2.768,0.002,17.047,pack,33554432,0,,,,
142,text-heavy,dot-buffer,29.726,0.149,0.000,8.985,0.001,20.591,pack,33554432,0,,,,
143,dense,dot-buffer,32.885,0.138,13.726,2.465,0.001,16.555,pack,33554432,0,,,,
144,minimal,dot-buffer,12.147,0.142,0.000,0.044,0.001,11.960,pack,33554432,0,,,,
145,barcode-small,dot-buffer,30.563,0.142,15.022,1.810,0.001,13.587,encode,33554432,0,,,,
146,baseline-50x30,dot-buffer,34.779,0.157,14.973,2.762,0.001,16.886,pack,33554432,0,,,,
147,text-heavy,dot-buffer,30.038,0.150,0.000,9.045,0.001,20.842,pack,33554432,0,,,,
148,dense,dot-buffer,33.029,0.136,13.580,2.621,0.001,16.690,pack,33554432,0,,,,
149,minimal,dot-buffer,11.971,0.141,0.000,0.046,0.000,11.784,pack,33554432,0,,,,
150,barcode-small,dot-buffer,30.409,1.428,13.552,1.783,0.001,13.644,pack,33554432,0,,,,
151,baseline-50x30,dot-buffer,35.651,0.178,15.739,2.875,0.001,16.858,pack,33554432,0,,,,
152,text-heavy,dot-buffer,29.774,0.145,0.000,8.967,0.001,20.662,pack,33554432,0,,,,
153,dense,dot-buffer,32.843,0.149,13.583,2.504,0.001,16.607,pack,33554432,0,,,,
154,minimal,dot-buffer,13.652,1.663,0.000,0.052,0.001,11.936,pack,33554432,0,,,,
155,barcode-small,dot-buffer,29.226,0.168,13.552,1.800,0.001,13.705,pack,33554432,0,,,,
156,baseline-50x30,dot-buffer,34.967,0.135,14.992,2.818,0.001,17.021,pack,33554432,0,,,,
157,text-heavy,dot-buffer,29.829,0.157,0.000,9.039,0.001,20.633,pack,33554432,0,,,,
158,dense,dot-buffer,34.216,0.137,14.880,2.580,0.001,16.617,pack,33554432,0,,,,
159,minimal,dot-buffer,12.137,0.146,0.000,0.043,0.001,11.948,pack,33554432,0,,,,
160,barcode-small,dot-buffer,29.303,0.139,13.699,1.745,0.001,13.720,pack,33554432,0,,,,
161,baseline-50x30,dot-buffer,35.731,0.176,15.619,3.070,0.002,16.863,pack,33554432,0,,,,
162,text-heavy,dot-buffer,29.750,0.172,0.000,8.965,0.001,20.613,pack,33554432,0,,,,
163,dense,dot-buffer,34.586,0.141,15.360,2.448,0.001,16.637,pack,33554432,0,,,,
164,minimal,dot-buffer,12.152,0.140,0.000,0.046,0.001,11.965,pack,33554432,0,,,,
165,barcode-small,dot-buffer,29.362,0.143,13.668,1.801,0.001,13.750,pack,33554432,0,,,,
166,baseline-50x30,dot-buffer,34.889,0.147,15.012,2.746,0.001,16.982,pack,33554432,0,,,,
167,text-heavy,dot-buffer,30.408,0.166,0.000,9.286,0.001,20.954,pack,33554432,0,,,,
168,dense,dot-buffer,34.824,0.153,15.429,2.483,0.002,16.757,pack,33554432,0,,,,
169,minimal,dot-buffer,12.240,0.142,0.000,0.044,0.001,12.052,pack,33554432,0,,,,
170,barcode-small,dot-buffer,29.269,0.133,13.706,1.781,0.001,13.648,encode,33554432,0,,,,
171,baseline-50x30,dot-buffer,39.100,0.168,18.785,2.761,0.002,17.385,encode,33554432,0,,,,
172,text-heavy,dot-buffer,29.903,0.157,0.000,9.114,0.001,20.631,pack,33554432,0,,,,
173,dense,dot-buffer,34.756,0.138,15.406,2.567,0.001,16.644,pack,33554432,0,,,,
174,minimal,dot-buffer,12.263,0.153,0.000,0.047,0.001,12.063,pack,33554432,0,,,,
175,barcode-small,dot-buffer,29.320,0.140,13.726,1.748,0.001,13.705,encode,33554432,0,,,,
176,baseline-50x30,dot-buffer,35.284,1.803,13.697,2.771,0.001,17.012,pack,33554432,0,,,,
177,text-heavy,dot-buffer,30.122,0.168,0.000,9.123,0.001,20.830,pack,33554432,0,,,,
178,dense,dot-buffer,35.529,0.178,16.111,2.523,0.001,16.716,pack,33554432,0,,,,
179,minimal,dot-buffer,11.978,0.158,0.000,0.046,0.001,11.773,pack,33554432,0,,,,
180,barcode-small,dot-buffer,30.429,0.133,15.025,1.750,0.002,13.519,encode,33554432,0,,,,
181,baseline-50x30,dot-buffer,34.425,0.167,14.444,2.828,0.001,16.985,pack,33554432,0,,,,
182,text-heavy,dot-buffer,29.708,0.149,0.000,8.950,0.001,20.607,pack,33554432,0,,,,
183,dense,dot-buffer,34.564,0.167,15.252,2.567,0.001,16.577,pack,33554432,0,,,,
184,minimal,dot-buffer,12.111,0.156,0.000,0.046,0.001,11.908,pack,33554432,0,,,,
185,barcode-small,dot-buffer,34.808,0.166,19.250,1.768,0.001,13.623,encode,33554432,0,,,,
186,baseline-50x30,dot-buffer,33.799,0.160,13.642,2.881,0.001,17.114,pack,33554432,0,,,,
187,text-heavy,dot-buffer,30.162,0.196,0.000,9.057,0.001,20.909,pack,33554432,0,,,,
188,dense,dot-buffer,48.483,0.139,29.142,2.565,0.001,16.636,encode,33554432,0,,,,
189,minimal,dot-buffer,12.079,0.179,0.000,0.048,0.001,11.851,pack,33554432,0,,,,
190,barcode-small,dot-buffer,31.158,0.194,15.475,1.773,0.002,13.714,encode,33554432,0,,,,
191,baseline-50x30,dot-buffer,33.854,0.177,13.822,2.725,0.001,17.130,pack,33554432,0,,,,
192,text-heavy,dot-buffer,29.698,0.153,0.000,8.969,0.001,20.576,pack,33554432,0,,,,
193,dense,dot-buffer,34.385,1.817,13.510,2.600,0.001,16.458,pack,33554432,0,,,,
194,minimal,dot-buffer,11.932,0.175,0.000,0.044,0.001,11.713,pack,33554432,0,,,,
195,barcode-small,dot-buffer,30.593,0.158,14.849,1.841,0.001,13.744,encode,33554432,0,,,,
196,baseline-50x30,dot-buffer,33.627,0.151,13.608,2.787,0.001,17.081,pack,33554432,0,,,,
197,text-heavy,dot-buffer,31.187,0.161,0.000,10.454,0.001,20.571,pack,33554432,0,,,,
198,dense,dot-buffer,32.857,0.153,13.600,2.494,0.001,16.609,pack,33554432,0,,,,
199,minimal,dot-buffer,12.273,0.238,0.000,0.040,0.001,11.994,pack,33554432,0,,,,
200,barcode-small,dot-buffer,30.586,0.159,14.986,1.740,0.001,13.699,encode,33554432,1,1,BASELINE50X30,https://sez.print/baseline,28736
201,baseline-50x30,dot-buffer,36.062,0.248,15.925,2.818,0.002,17.069,pack,33554432,1,1,BASELINE50X30,https://sez.print/baseline,76204
202,text-heavy,dot-buffer,30.111,0.176,0.000,9.211,0.001,20.723,pack,33554432,1,1,,,133472
203,dense,dot-buffer,33.287,0.232,13.755,2.587,0.001,16.712,pack,33554432,1,1,BASELINE50X30,https://sez.print/baseline,71626
204,minimal,dot-buffer,12.179,0.148,0.000,0.045,0.001,11.985,pack,33554432,1,1,,,5184
205,barcode-small,dot-buffer,30.833,0.147,15.123,1.752,0.001,13.808,encode,33554432,1,1,BASELINE50X30,https://sez.print/baseline,28736
206,baseline-50x30,dot-buffer,35.088,0.146,15.141,2.787,0.002,17.012,pack,33554432,0,,,,
207,text-heavy,dot-buffer,30.010,0.129,0.000,9.119,0.001,20.761,pack,33554432,0,,,,
208,dense,dot-buffer,33.172,0.185,13.768,2.505,0.001,16.714,pack,33554432,0,,,,
209,minimal,dot-buffer,12.191,0.207,0.000,0.056,0.001,11.927,pack,33554432,0,,,,
210,barcode-small,dot-buffer,30.683,0.142,15.224,1.759,0.001,13.557,encode,33554432,0,,,,
211,baseline-50x30,dot-buffer,35.741,0.243,15.869,2.758,0.001,16.870,pack,33554432,0,,,,
212,text-heavy,dot-buffer,30.007,0.187,0.000,9.037,0.001,20.781,pack,33554432,0,,,,
213,dense,dot-buffer,35.225,0.834,15.133,2.631,0.001,16.625,pack,33554432,0,,,,
214,minimal,dot-buffer,11.939,0.131,0.000,0.043,0.001,11.764,pack,33554432,0,,,,
215,barcode-small,dot-buffer,30.907,1.772,13.684,1.748,0.001,13.702,pack,33554432,0,,,,
216,baseline-50x30,dot-buffer,34.842,0.167,15.127,2.743,0.001,16.804,pack,33554432,0,,,,
217,text-heavy,dot-buffer,30.161,0.179,0.000,9.160,0.001,20.820,pack,33554432,0,,,,
218,dense,dot-buffer,33.093,0.136,13.744,2.473,0.001,16.739,pack,33554432,0,,,,
219,minimal,dot-buffer,13.444,1.467,0.000,0.047,0.001,11.929,pack,33554432,0,,,,
220,barcode-small,dot-buffer,29.270,0.157,13.612,1.729,0.001,13.771,pack,33554432,0,,,,
221,baseline-50x30,dot-buffer,35.297,0.166,15.467,2.763,0.002,16.899,pack,33554432,0,,,,
222,text-heavy,dot-buffer,29.938,0.143,0.000,9.013,0.002,20.780,pack,33554432,0,,,,
223,dense,dot-buffer,34.668,0.143,15.217,2.629,0.001,16.678,pack,33554432,0,,,,
224,minimal,dot-buffer,12.230,0.151,0.000,0.048,0.001,12.029,pack,33554432,0,,,,
225,barcode-small,dot-buffer,29.441,0.146,13.772,1.807,0.001,13.716,encode,33554432,0,,,,
226,baseline-50x30,dot-buffer,34.973,0.138,15.089,2.868,0.002,16.876,pack,33554432,0,,,,
227,text-heavy,dot-buffer,29.904,0.151,0.000,9.133,0.001,20.620,pack,33554432,0,,,,
228,dense,dot-buffer,34.449,0.148,15.091,2.536,0.002,16.673,pack,33554432,0,,,,
229,minimal,dot-buffer,12.086,0.156,0.000,0.048,0.001,11.881,pack,33554432,0,,,,
230,barcode-small,dot-buffer,29.461,0.191,13.852,1.773,0.001,13.644,encode,33554432,0,,,,
231,baseline-50x30,dot-buffer,35.710,0.177,15.611,2.898,0.001,17.022,pack,33554432,0,,,,
232,text-heavy,dot-buffer,29.932,0.132,0.000,9.010,0.001,20.789,pack,33554432,0,,,,
233,dense,dot-buffer,35.344,0.139,16.105,2.500,0.001,16.600,pack,33554432,0,,,,
234,minimal,dot-buffer,12.182,0.174,0.000,0.047,0.001,11.961,pack,33554432,0,,,,
235,barcode-small,dot-buffer,29.329,0.137,13.666,1.754,0.001,13.771,pack,33554432,0,,,,
236,baseline-50x30,dot-buffer,35.142,0.147,15.197,2.773,0.001,17.024,pack,33554432,0,,,,
237,text-heavy,dot-buffer,30.019,0.192,0.000,9.139,0.001,20.687,pack,33554432,0,,,,
238,dense,dot-buffer,34.565,0.142,15.106,2.596,0.002,16.720,pack,33554432,0,,,,
239,minimal,dot-buffer,12.266,0.173,0.000,0.050,0.001,12.042,pack,33554432,0,,,,
240,barcode-small,dot-buffer,29.372,0.142,13.758,1.741,0.001,13.730,encode,33554432,0,,,,
241,baseline-50x30,dot-buffer,35.788,1.986,13.957,2.781,0.001,17.063,pack,33554432,0,,,,
242,text-heavy,dot-buffer,29.991,0.169,0.000,9.100,0.001,20.720,pack,33554432,0,,,,
243,dense,dot-buffer,34.421,0.148,15.095,2.489,0.001,16.688,pack,33554432,0,,,,
244,minimal,dot-buffer,12.180,0.159,0.000,0.051,0.001,11.969,pack,33554432,0,,,,
245,barcode-small,dot-buffer,31.215,0.165,15.504,1.774,0.002,13.771,encode,33554432,0,,,,
246,baseline-50x30,dot-buffer,33.628,0.144,13.751,2.774,0.001,16.958,pack,33554432,0,,,,
247,text-heavy,dot-buffer,30.037,0.162,0.000,9.124,0.001,20.749,pack,33554432,0,,,,
248,dense,dot-buffer,34.270,0.156,14.934,2.609,0.002,16.568,pack,33554432,0,,,,
249,minimal,dot-buffer,12.191,0.180,0.000,0.041,0.001,11.969,pack,33554432,0,,,,
250,barcode-small,dot-buffer,30.504,0.192,15.043,1.770,0.002,13.497,encode,33554432,0,,,,
251,baseline-50x30,dot-buffer,34.282,0.175,14.107,2.921,0.001,17.079,pack,33554432,0,,,,
252,text-heavy,dot-buffer,29.987,0.138,0.000,9.085,0.001,20.764,pack,33554432,0,,,,
253,dense,dot-buffer,35.021,0.188,15.832,2.478,0.001,16.523,pack,33554432,0,,,,
254,minimal,dot-buffer,12.161,0.161,0.000,0.047,0.001,11.952,pack,33554432,0,,,,
255,barcode-small,dot-buffer,30.903,0.133,15.336,1.915,0.002,13.518,encode,33554432,0,,,,
256,baseline-50x30,dot-buffer,34.366,0.141,13.666,2.812,0.001,17.746,pack,33554432,0,,,,
257,text-heavy,dot-buffer,29.867,0.146,0.000,9.009,0.001,20.710,pack,33554432,0,,,,
258,dense,dot-buffer,34.723,1.951,13.625,2.572,0.002,16.573,pack,33554432,0,,,,
259,minimal,dot-buffer,12.126,0.148,0.000,0.047,0.001,11.930,pack,33554432,0,,,,
260,barcode-small,dot-buffer,30.460,0.136,15.051,1.739,0.002,13.533,encode,33554432,0,,,,
261,baseline-50x30,dot-buffer,33.946,0.158,13.975,2.904,0.001,16.907,pack,33554432,0,,,,
262,text-heavy,dot-buffer,31.739,0.131,0.000,10.879,0.001,20.728,pack,33554432,0,,,,
263,dense,dot-buffer,33.019,0.139,13.821,2.519,0.001,16.539,pack,33554432,0,,,,
264,minimal,dot-buffer,11.972,0.125,0.000,0.046,0.001,11.801,pack,33554432,0,,,,
265,barcode-small,dot-buffer,30.769,0.136,15.384,1.747,0.001,13.500,encode,33554432,0,,,,
